run_index,timestamp_utc,ground_truth_latitude,ground_truth_longitude,estimated_latitude,estimated_longitude,identified_objects_used,latitude_error_degrees,longitude_error_degrees,latitude_error_meters,longitude_error_meters,error_distance_meters,cumulative_mean_error_meters
38,2026-09-20T20:48:16.306048Z,-64.49818414614559,-93.63087135274276,-64.13422966133602,-95.30541044805723,38,0.36395448480956816,-1.6745390953144579,40469.892240358095,-80699.96843380439,90275.21621633544,2014053.4501260084
39,2026-09-20T20:48:33.791119Z,-73.05143371329409,-178.83204006985525,-73.06092895797,-178.72948585389423,38,-0.009495244675918002,0.1025542159610211,-1055.8230352108392,3323.368510047145,3487.052766255358,1962500.4655783223
40,2026-09-20T20:48:50.424180Z,-21.078628577945647,175.69742969816758,-20.334904946884734,-179.99792430339846,31,0.743723631060913,4.304645998433955,82698.2945996431,447734.7866362914,455290.7100759602,1924820.2216907633
41,2026-09-20T20:49:01.350844Z,24.025744853163353,-89.29069325083293,23.930508186096887,-89.23785500846834,16,-0.09523666706646594,0.052838242364600774,-10589.834208327944,5368.306182930976,11872.796171216078,1878162.9674097986
42,2026-09-20T20:49:16.982472Z,40.237436312661444,-174.3454722086309,40.216844264221855,-174.4464796683638,29,-0.02059204843958895,-0.10100745973289804,-2289.7313157012936,-8575.15319345457,8875.590760945079,1833656.1251086355
43,2026-09-20T20:49:38.933444Z,-62.17510488394785,-171.27370913245593,-62.2001983460097,-171.23938047133183,45,-0.025093462061846594,0.03432866112410693,-2790.26567322505,1781.0061534045178,3310.2212575748185,1791089.9412981456
44,2026-09-20T20:49:53.618703Z,-58.83978005303682,125.19782777710395,-43.6610104939299,-179.99999998210555,43,15.178769559106918,54.80217224079047,1687802.1676795548,3814171.7995298444,4029704.227062758,1841967.5387018868
45,2026-09-20T20:50:08.801626Z,9.930490937503881,151.21412727205706,7.612063341558111,-179.99918592776785,23,-2.3184275959457707,28.78668680017506,-257797.38646191065,3163498.4506088444,3172962.9479239997,1871545.2144623783
46,2026-09-20T20:50:21.279459Z,-23.919090703441043,-20.173047340511175,-23.995172417136093,-20.123841133123776,20,-0.07608171369505001,0.04920620738738535,-8459.900573313405,5000.10994132449,9827.055053923967,1831073.0805621943
47,2026-09-20T20:50:33.203405Z,-54.51391267875865,62.90999213317747,-60.43483014254185,14.53268221471614,17,-5.920917463783198,-48.37730991846132,-658375.9830538594,-2892330.988679096,2895501.668305606,1853720.4973226925
48,2026-09-20T20:50:49.885773Z,-40.65864195636129,116.64988327156942,-40.001789473119814,117.28102894840222,32,0.6568524832414795,0.6311456768328014,73038.66369033256,53500.26835698571,90536.25710974884,1816987.492318256
49,2026-09-20T20:50:54.097220Z,-10.769724802596587,46.39278256662567,-40.001789473119814,117.28102894840222,0,-29.23206467052323,70.88824638177655,-3250457.2867078274,7121302.434032249,7616827.167737319,1935351.5673268083
50,2026-09-20T20:51:11.530833Z,-6.3844579119120635,-149.25907504752345,-10.46576514942333,179.96662821944992,34,-4.0813072375112665,-30.77429673302663,-453820.6588889719,-3385016.758459192,3413651.3191064373,1964917.5623624008
51,2026-09-20T20:51:20.653294Z,71.46592234658476,-131.011278862744,23.87339157185594,179.99999999999955,9,-47.59253077472882,-48.98872113725645,-5292047.968324875,-3668232.3988502705,6108786.689571093,2046169.8981900224
52,2026-09-20T20:51:29.325611Z,-44.86537547430053,59.90628492905603,-29.88377407933211,63.40118759399657,8,14.981601394968418,3.4949026649405255,1665878.068131532,308826.50296033255,1693815.798401864,2039393.8578094807
53,2026-09-20T20:51:40.148468Z,-6.516732119123161,66.49735100566073,-6.453989282306182,66.62717459060337,23,0.06274283681697934,0.1298235849426419,6976.685137335538,14343.346155959789,15950.100061636876,2001215.6737010311
54,2026-09-20T20:51:52.831624Z,18.244037340266324,-16.948759277330538,18.159998181926554,-16.983716430556512,22,-0.08403915833977038,-0.03495715322597448,-9344.728046861224,-3692.5537894201616,10047.830237362294,1964342.1951183705
55,2026-09-20T20:52:03.255443Z,-21.265244931738437,51.17660925810327,-21.25973501660078,51.156068014870044,24,0.0055099151376580835,-0.02054124323322526,612.6746095496344,-2128.6019182462896,2215.0206075990172,1928667.155581811
56,2026-09-20T20:52:22.392374Z,19.45780244593089,168.9177531662915,19.392791996511605,168.87903211496234,34,-0.06501044941928669,-0.03872105132916204,-7228.832154307379,-4060.4929860097495,8291.176943374549,1894374.727391839
57,2026-09-20T20:52:38.428862Z,-5.560213771151033,87.82268215857641,-5.24940433184273,87.58124374205104,38,0.3108094393083025,-0.24143841652536935,34560.43280432313,-26727.368137069945,43689.51722067066,1861906.5658098888
58,2026-09-20T20:52:51.306093Z,-32.460113019697836,76.98159772718174,-33.94264213504361,76.73776696806823,33,-1.482529115345777,-0.24383075911350716,-164849.71622929623,-22686.61914336688,166403.26254202676,1832673.750236305
59,2026-09-20T20:53:07.791961Z,36.364566369363786,72.22719262996063,36.3891863896255,72.27508737568424,36,0.024620020261714615,0.04789474572362451,2737.621346988906,4287.859967734751,5087.269662830751,1801697.7081926866
60,2026-09-20T20:53:28.181750Z,-4.602070117190132,139.88040673074835,-4.590580508176637,139.88408966398288,42,0.011489609013494828,0.003682933234529173,1277.5862314302183,408.2064714924118,1341.2155313515439,1771691.766648331
61,2026-09-20T20:53:52.329423Z,-43.12020142032275,-106.29607774507478,-82.18104575029501,179.87809318166973,48,-39.06084432997226,-73.82582907325548,-4343367.719945793,-3771365.6768626305,5024186.132350583,1825011.3464139416
62,2026-09-20T20:54:14.274293Z,-70.64905347059268,58.04382607111711,-70.62210834167524,55.577273565929204,42,0.026945128917432726,-2.466552505187906,2996.16163340211,-90940.54205832859,90983.61693665115,1797043.1572288242
63,2026-09-20T20:54:31.509056Z,-7.651813121576083,0.11276578498964795,-7.6553099822393005,0.04528664800266689,38,-0.003496860663217305,-0.06747913698697516,-388.8331649326912,-7436.4939823290215,7446.652526329463,1768636.8635033877
